
 ==============================
 S N O P T  7.7.1    (Nov 2018)
 ==============================
 
 SNMEMB EXIT 100 -- finished successfully
 SNMEMB INFO 104 -- memory requirements estimated
 
 

 Nonlinear constraints       1     Linear constraints     604
 Nonlinear variables       444     Linear variables         0
 Jacobian  variables       444     Objective variables    444
 Total constraints         605     Total variables        444
 

 
 The user has defined     444   out of     444   constraint gradients.
 The user has defined     444   out of     444   objective  gradients.
 

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   812      7  1.0E+00    854  4.6E-06  1.0E-02  1.6713541E+00    264 1.0E+00
   813      8  1.0E+00    855  5.4E-06  7.8E-03  1.6713163E+00    263 1.0E+00
   814      4  1.0E+00    856 (7.8E-08) 4.7E-03  1.6712346E+00    260 1.0E+00
   815      6  1.0E+00    857  2.3E-06  3.7E-03  1.6711424E+00    263 1.0E+00   R
   816     11  1.0E+00    858  3.6E-06  3.7E-03  1.6711121E+00    263 1.0E+00 s
   817      6  1.0E+00    859  6.7E-06  5.5E-03  1.6711030E+00    264 1.0E+00
   818      8  3.5E-01    860  8.5E-06  6.3E-03  1.6710978E+00    261 1.0E+00
   819      7  1.0E+00    861  3.9E-06  5.3E-03  1.6710740E+00    259 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   820      4  1.0E+00    862  5.1E-06  3.4E-03  1.6710661E+00    258 1.0E+00
   821      5  4.2E-01    863  5.1E-06  2.6E-03  1.6710637E+00    256 1.0E+00
   822      4  4.8E-01    864  4.6E-06  2.2E-03  1.6710582E+00    257 1.0E+00
   823      2  1.6E-01    865  4.6E-06  1.8E-03  1.6710576E+00    256 1.0E+00
   824      5  1.0E+00    866  4.2E-06  2.4E-03  1.6710555E+00    254 1.0E+00
   825      2  1.0E+00    867  1.2E-06  2.1E-03  1.6710455E+00    255 1.0E+00
   826      5  1.0E+00    868 (0.0E+00) 1.5E-03  1.6710280E+00    255 1.0E+00
   827      3  1.0E+00    869  2.2E-06  2.0E-03  1.6710197E+00    253 1.0E+00
   828      3  1.0E+00    870 (0.0E+00) 6.6E-04  1.6709823E+00    251 1.0E+00
   829      1  1.0E+00    871  2.2E-06  8.0E-04  1.6709739E+00    251 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   830      4  1.0E+00    872 (2.6E-07) 5.7E-04  1.6709592E+00    252 1.0E+00
   831      6  7.6E-05    873 (2.6E-07) 5.7E-04  1.6709592E+00    251 1.0E+00
   832      7  1.3E-01    874 (2.5E-07) 6.2E-04  1.6709499E+00    253 1.0E+00
   833      3  4.7E-01    875 (7.9E-07) 6.4E-04  1.6709450E+00    253 1.0E+00
   834      2  1.3E-01    876 (7.2E-07) 6.5E-04  1.6709438E+00    252 1.0E+00
   835      2  1.0E+00    877  2.8E-06  3.1E-03  1.6709423E+00    253 1.0E+00
   836      2  1.0E+00    878 (0.0E+00) 2.0E-03  1.6709203E+00    252 1.0E+00
   837      3  1.0E+00    879 (7.4E-07) 7.6E-03  1.6709112E+00    250 1.0E+00
   838      3  1.0E+00    880  1.1E-06  1.3E-03  1.6708951E+00    250 1.0E+00
   839      2  1.0E+00    881 (8.8E-07) 2.6E-03  1.6708859E+00    249 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   840      5  1.0E+00    882 (2.4E-09) 2.4E-03  1.6708788E+00    247 1.0E+00
   841      1  3.0E-01    883 (3.7E-07) 2.1E-03  1.6708755E+00    247 1.0E+00
   842      3  1.5E-01    884 (5.9E-07) 1.9E-03  1.6708753E+00    249 1.0E+00
   843      3  3.1E-05    885 (5.9E-07) 1.9E-03  1.6708753E+00    247 1.0E+00
   843      5             885 (5.9E-07) 1.9E-03  1.6708753E+00    249 1.0E+00   R
   844      4  4.9E-01    886 (4.0E-07) 1.9E-03  1.6708752E+00    246 1.0E+00 s
   845      3  3.4E-01    887 (6.4E-07) 1.4E-03  1.6708737E+00    248 1.0E+00
   846      3  9.6E-02    888 (7.7E-07) 1.2E-03  1.6708736E+00    246 1.0E+00
   847      2  1.1E-02    889 (7.9E-07) 1.2E-03  1.6708736E+00    247 1.0E+00
   847      2             889 (7.9E-07) 1.2E-03  1.6708736E+00    248 1.0E+00   R
   848      2  4.0E-01    890 (6.1E-07) 1.2E-03  1.6708736E+00    247 1.0E+00 s
   849      4  3.5E-01    891 (9.9E-07) 9.0E-04  1.6708735E+00    246 1.0E+00
   849      4             891 (9.9E-07) 9.1E-04  1.6708735E+00    247 1.0E+00   R
   849      2             891 (9.9E-07) 9.1E-04  1.6708735E+00    246 1.0E+00   r

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   850      3  7.2E-04    892  1.0E-06  1.2E-03  1.6708734E+00    248 1.0E+00 s
   851     12  6.9E-05    893  1.0E-06  1.4E-03  1.6708734E+00    259 1.0E+00
   852      7  1.1E-06    894  1.0E-06  3.1E-03  1.6708734E+00    261 1.0E+00
   852     17             894  1.0E-06  7.5E-04  1.6708734E+00    248 1.0E+00   R
   853      8  4.9E-01    895  1.3E-06  2.6E-03  1.6708732E+00    253 1.0E+00 s
   854      6  2.6E-03    896  1.4E-06  1.1E-03  1.6708732E+00    254 1.0E+00
   854     12             896  1.4E-06  5.8E-04  1.6708732E+00    247 1.0E+00   R
   855      6  1.0E+00    897  6.5E-06  7.0E-04  1.6708631E+00    252 1.0E+00 s
   856      5  1.5E-02    898  7.3E-06  1.3E-03  1.6708613E+00    248 1.0E+00
   857      1  1.9E-03    899  7.5E-06  4.5E-04  1.6708599E+00    248 1.0E+00
   858      6  8.6E-02    900  1.9E-05  1.8E-03  1.6708404E+00    247 1.0E+00
   859      4  2.7E-02    902  2.3E-05  2.5E-03  1.6708402E+00    248 1.0E+00  M

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   860      6  6.5E-03    903  2.4E-05  2.8E-03  1.6708368E+00    247 1.0E+00
   861     10  4.1E-03    904  2.5E-05  2.8E-03  1.6708335E+00    252 1.0E+00
   862      6  4.7E-03    905  2.5E-05  3.3E-03  1.6708302E+00    249 1.0E+00
   863      4  3.8E-03    906  2.6E-05  3.4E-03  1.6708293E+00    246 1.0E+00
   864      7  6.4E-03    907  2.7E-05  3.8E-03  1.6708257E+00    250 1.0E+00
   865      5  3.1E-03    908  2.8E-05  4.0E-03  1.6708246E+00    246 1.0E+00
   866      2  5.3E-03    909  2.9E-05  4.3E-03  1.6708225E+00    245 1.0E+00
   867      4  4.7E-03    910  3.0E-05  4.4E-03  1.6708197E+00    246 1.0E+00
   868      1  2.9E-03    911  3.1E-05  4.6E-03  1.6708187E+00    246 1.0E+00
   869      6  4.7E-03    912  3.2E-05  5.0E-03  1.6708184E+00    246 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   870      4  3.4E-03    913  3.2E-05  5.3E-03  1.6708170E+00    245 1.0E+00
   871     10  2.3E-03    914  3.3E-05  5.4E-03  1.6708160E+00    248 1.0E+00
   872      6  3.3E-06    915  3.3E-05  5.4E-03  1.6708160E+00    247 1.0E+00
   873      6  2.9E-03    916  3.4E-05  5.6E-03  1.6708153E+00    246 1.0E+00
   874      3  2.1E-03    917  3.4E-05  5.7E-03  1.6708146E+00    246 1.0E+00
   875      2  1.7E-03    918  3.4E-05  5.8E-03  1.6708143E+00    245 1.0E+00
   876      3  2.1E-03    919  3.5E-05  6.0E-03  1.6708134E+00    247 1.0E+00
   877     10  1.7E-03    920  3.5E-05  6.1E-03  1.6708128E+00    248 1.0E+00
   878     11  1.5E-03    921  3.6E-05  5.7E-03  1.6708124E+00    252 1.0E+00
   879     12  1.3E-03    922  3.6E-05  6.2E-03  1.6708114E+00    251 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   880     11  1.6E-03    923  3.6E-05  6.3E-03  1.6708113E+00    251 1.0E+00
   881      7  1.5E-03    924  3.6E-05  5.3E-03  1.6708108E+00    247 1.0E+00
   882     13  1.1E-03    925  3.7E-05  6.5E-03  1.6708103E+00    249 1.0E+00
   883      9  1.2E-03    926  3.7E-05  6.5E-03  1.6708100E+00    251 1.0E+00
   884     14  1.7E-03    927  3.7E-05  6.2E-03  1.6708098E+00    246 1.0E+00
   885     10  1.0E-03    928  3.8E-05  6.7E-03  1.6708093E+00    251 1.0E+00
   886     12  1.3E-03    929  3.8E-05  6.8E-03  1.6708091E+00    252 1.0E+00
   887     13  1.1E-03    930  3.8E-05  6.2E-03  1.6708087E+00    246 1.0E+00
   888     18  9.1E-04    931  3.8E-05  6.9E-03  1.6708084E+00    251 1.0E+00
   889     16  1.3E-03    932  3.9E-05  6.4E-03  1.6708081E+00    250 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   890     17  9.0E-04    933  3.9E-05  7.1E-03  1.6708077E+00    252 1.0E+00
   891     12  9.3E-04    934  3.9E-05  7.1E-03  1.6708074E+00    251 1.0E+00
   892     12  1.0E-03    935  3.9E-05  6.9E-03  1.6708071E+00    246 1.0E+00
   893     14  8.9E-04    936  3.9E-05  7.2E-03  1.6708068E+00    249 1.0E+00
   894     16  9.2E-04    937  4.0E-05  6.8E-03  1.6708064E+00    248 1.0E+00
   895     16  8.7E-04    938  4.0E-05  7.3E-03  1.6708059E+00    251 1.0E+00   R
   896      3  4.6E-01    939  2.4E-05  6.2E-03  1.6707905E+00    253 1.0E+00 s
   897      5  1.9E-01    940  2.1E-05  5.5E-03  1.6707849E+00    253 1.0E+00
   898     11  2.9E-01    941  1.9E-05  2.1E-03  1.6707627E+00    257 1.0E+00
   899     11  1.3E-01    942  2.1E-05  2.2E-03  1.6707510E+00    257 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   900      7  2.2E-02    943  2.1E-05  2.4E-03  1.6707439E+00    253 1.0E+00
   901      4  1.7E-02    944  2.1E-05  2.4E-03  1.6707391E+00    250 1.0E+00
   902      3  1.4E-02    945  2.1E-05  2.4E-03  1.6707346E+00    250 1.0E+00
   903      6  1.7E-02    946  2.1E-05  2.1E-03  1.6707288E+00    253 1.0E+00
   904      6  2.5E-02    947  2.2E-05  1.8E-03  1.6707223E+00    252 1.0E+00
   905     10  1.9E-02    948  2.2E-05  2.0E-03  1.6707156E+00    249 1.0E+00
   906      6  2.0E-01    949  2.1E-05  1.2E-03  1.6706704E+00    252 1.0E+00
   907      4  4.5E-01    950  1.2E-05  2.5E-03  1.6706159E+00    253 1.0E+00
   908      5  1.0E+00    951  6.8E-06  3.3E-03  1.6705600E+00    251 1.0E+00
   909      6  1.0E+00    952  8.7E-06  2.7E-03  1.6705130E+00    252 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   910      2  1.9E-01    953  7.1E-06  2.3E-03  1.6704441E+00    253 1.0E+00
   911      9  4.3E-01    954  8.9E-06  3.4E-03  1.6703824E+00    253 1.0E+00
   912      6  7.8E-04    955  8.9E-06  3.4E-03  1.6703822E+00    256 1.0E+00
   913      7  3.5E-04    956  8.9E-06  3.4E-03  1.6703821E+00    252 1.0E+00
   914      4  2.4E-04    957  8.9E-06  3.4E-03  1.6703819E+00    253 1.0E+00
   915      6  2.3E-04    958  8.9E-06  3.4E-03  1.6703818E+00    254 1.0E+00
   916      9  1.8E-04    959  8.9E-06  3.4E-03  1.6703817E+00    256 1.0E+00
   917     11  8.5E-05    960  8.9E-06  3.4E-03  1.6703816E+00    256 1.0E+00
   918      8  4.8E-05    961  8.9E-06  3.4E-03  1.6703815E+00    251 1.0E+00
   919      5  4.2E-05    962  8.9E-06  3.4E-03  1.6703815E+00    253 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   920     10  5.1E-05    963  8.9E-06  3.4E-03  1.6703814E+00    256 1.0E+00
   921     10  6.0E-05    964  8.9E-06  3.4E-03  1.6703813E+00    249 1.0E+00
   922      7  8.6E-05    965  8.9E-06  3.4E-03  1.6703812E+00    251 1.0E+00
   923      7  9.2E-05    966  8.9E-06  3.4E-03  1.6703811E+00    253 1.0E+00
   924      6  9.3E-05    967  8.9E-06  3.4E-03  1.6703810E+00    250 1.0E+00
   925      6  9.8E-05    968  9.0E-06  3.4E-03  1.6703809E+00    251 1.0E+00
   926      6  1.0E-04    969  9.0E-06  3.4E-03  1.6703808E+00    252 1.0E+00
   927      7  1.0E-04    970  9.0E-06  3.4E-03  1.6703807E+00    252 1.0E+00
   928      8  1.0E-04    971  9.0E-06  3.4E-03  1.6703806E+00    249 1.0E+00
   929      5  1.1E-04    972  9.0E-06  3.4E-03  1.6703805E+00    253 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   930      7  1.1E-04    973  9.0E-06  3.4E-03  1.6703803E+00    251 1.0E+00
   931      5  1.0E-04    974  9.0E-06  3.4E-03  1.6703802E+00    249 1.0E+00
   932      3  1.1E-04    975  9.0E-06  3.4E-03  1.6703801E+00    249 1.0E+00
   933      7  1.1E-04    976  9.0E-06  3.4E-03  1.6703800E+00    251 1.0E+00
   934      5  1.1E-04    977  9.0E-06  3.4E-03  1.6703798E+00    249 1.0E+00
   935      4  1.1E-04    978  9.0E-06  3.4E-03  1.6703797E+00    248 1.0E+00
   936     14  1.1E-04    979  9.0E-06  3.4E-03  1.6703796E+00    255 1.0E+00   R
   937     11  1.0E+00    980  1.3E-05  2.3E-03  1.6703360E+00    255 1.0E+00 s
   938      7  2.1E-01    981  1.2E-05  2.4E-03  1.6703099E+00    253 1.0E+00
   939      2  4.9E-01    982  6.7E-06  2.0E-03  1.6702839E+00    252 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   940      4  1.0E+00    983  1.0E-05  3.2E-03  1.6702670E+00    253 1.0E+00
   941      4  1.0E+00    984  5.3E-06  4.3E-03  1.6702150E+00    256 1.0E+00
   942      6  1.0E+00    985  2.0E-05  4.7E-03  1.6701303E+00    253 1.0E+00
   943      3  3.6E-01    986  1.4E-05  4.9E-03  1.6700419E+00    253 1.0E+00
   944      5  1.0E+00    987  6.2E-06  1.1E-03  1.6699269E+00    257 1.0E+00
   945      5  1.4E-01    988  5.8E-06  1.1E-03  1.6698958E+00    255 1.0E+00
   946      5  1.2E-01    989  5.8E-06  1.3E-03  1.6698673E+00    253 1.0E+00
   947      7  1.1E-01    990  5.8E-06  2.5E-03  1.6698302E+00    253 1.0E+00
   948      9  1.9E-01    991  7.7E-06  4.7E-03  1.6697981E+00    253 1.0E+00
   949      3  1.0E+00    992  1.9E-05  1.2E-03  1.6697787E+00    253 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   950      4  1.0E+00    993  3.3E-06  1.9E-03  1.6697579E+00    254 1.0E+00
   951      5  1.0E+00    994  6.4E-06  2.5E-03  1.6696907E+00    250 1.0E+00
   952      3  1.0E+00    995  3.1E-06  2.0E-03  1.6696396E+00    252 1.0E+00
   953      3  1.0E-01    996  3.0E-06  1.0E-03  1.6696341E+00    250 1.0E+00
   954      1  1.0E+00    997  6.6E-06  2.7E-03  1.6696281E+00    250 1.0E+00
   955      3  1.0E+00    998  2.7E-06  1.8E-03  1.6695884E+00    250 1.0E+00
   956      1  4.8E-01    999  2.5E-06  1.7E-03  1.6695824E+00    250 1.0E+00
   957      3  1.0E+00   1000  2.9E-06  1.5E-03  1.6695787E+00    248 1.0E+00
   958      7  1.0E+00   1001  2.7E-06  3.0E-03  1.6695534E+00    249 1.0E+00
   959      6  3.1E-01   1002  1.9E-06  1.9E-03  1.6695322E+00    250 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   960      7  2.2E-01   1003  1.9E-06  1.7E-03  1.6695146E+00    256 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   960      7            1003  1.9E-06  1.7E-03  1.6695146E+00    252 1.0E+00   R
   961      1  1.0E+00   1004  2.6E-06  3.8E-03  1.6694947E+00    252 1.0E+00 s
   962      4  1.0E+00   1005  1.9E-06  7.3E-04  1.6694919E+00    249 1.0E+00
   963      2  4.1E-01   1006  1.8E-06  8.3E-04  1.6694913E+00    248 1.0E+00
   964      2  1.6E-01   1007  2.0E-06  8.6E-04  1.6694912E+00    247 1.0E+00
   965      1  6.2E-02   1008  2.2E-06  8.7E-04  1.6694911E+00    247 1.0E+00
   966      2  3.0E-02   1009  2.2E-06  8.7E-04  1.6694911E+00    246 1.0E+00
   967      1  2.4E-02   1010  2.3E-06  8.5E-04  1.6694911E+00    246 1.0E+00
   968      1  1.4E-02   1011  2.4E-06  8.5E-04  1.6694911E+00    246 1.0E+00
   969      1  4.0E-02   1012  2.5E-06  8.2E-04  1.6694911E+00    246 1.0E+00
   969      5            1012  2.5E-06  8.2E-04  1.6694911E+00    250 1.0E+00   R

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   970      5  1.0E+00   1013 (1.7E-07) 1.4E-03  1.6694872E+00    246 1.0E+00 s
   971      3  1.6E-01   1014 (5.5E-07) 1.4E-03  1.6694872E+00    248 1.0E+00
   972      4  1.3E-02   1015 (6.0E-07) 1.3E-03  1.6694871E+00    247 1.0E+00
   973      3  3.4E-07   1016 (5.9E-07) 1.3E-03  1.6694871E+00    247 1.0E+00
   974      3  8.5E-04   1017 (6.0E-07) 1.3E-03  1.6694871E+00    247 1.0E+00
   975      1  4.3E-04   1018 (6.0E-07) 1.3E-03  1.6694871E+00    247 1.0E+00
   975      5            1018 (6.0E-07) 1.3E-03  1.6694871E+00    249 1.0E+00   R
   975      6            1018 (6.0E-07) 1.3E-03  1.6694871E+00    246 1.0E+00   r
   976      6  2.3E-04   1019 (6.1E-07) 1.3E-03  1.6694871E+00    251 1.0E+00 s
   977      3  4.7E-01   1020 (6.9E-07) 1.1E-03  1.6694862E+00    249 1.0E+00
   978      1  1.2E-01   1021 (8.6E-07) 8.2E-04  1.6694859E+00    249 1.0E+00
   979      3  1.5E-01   1022 (9.7E-07) 8.9E-04  1.6694858E+00    249 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   980      2  1.7E-01   1023  1.2E-06  1.1E-03  1.6694855E+00    248 1.0E+00
   981      1  9.7E-05   1024  1.2E-06  1.1E-03  1.6694855E+00    248 1.0E+00
   982      3  1.4E-01   1025  1.8E-06  2.1E-03  1.6694852E+00    246 1.0E+00
   982      4            1025  1.8E-06  1.2E-03  1.6694852E+00    249 1.0E+00   R
   983      3  1.0E+00   1026 (2.7E-07) 9.8E-04  1.6694824E+00    247 1.0E+00 s
   984      1  1.0E+00   1027  1.6E-06  1.4E-02  1.6694761E+00    247 1.0E+00
   985      3  3.2E-01   1028  2.3E-06  4.7E-03  1.6694672E+00    249 1.0E+00
   986      3  1.1E-01   1029  2.2E-06  3.2E-03  1.6694610E+00    249 1.0E+00
   987      2  1.0E+00   1030 (0.0E+00) 2.5E-03  1.6694256E+00    248 1.0E+00
   988      4  5.6E-01   1031 (0.0E+00) 9.3E-03  1.6693714E+00    248 1.0E+00
   989      7  1.0E+00   1032  4.3E-06  4.2E-02  1.6692918E+00    250 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   990      7  1.0E+00   1033  3.0E-05  3.1E-02  1.6692571E+00    254 1.0E+00
   991     13  5.5E-02   1034  3.1E-05  1.6E-02  1.6692025E+00    258 1.0E+00
   992     11  3.9E-01   1035  3.7E-05  9.2E-03  1.6690707E+00    253 1.0E+00
   993      5  1.7E-01   1036  3.3E-05  6.1E-03  1.6690244E+00    253 1.0E+00
   994     16  9.8E-03   1037  3.3E-05  6.5E-03  1.6690216E+00    264 1.0E+00
   995     23  1.5E-02   1038  3.2E-05  5.4E-03  1.6690135E+00    258 1.0E+00
   996     11  6.6E-04   1039  3.2E-05  5.4E-03  1.6690134E+00    261 1.0E+00
   997      9  6.1E-04   1040  3.2E-05  5.3E-03  1.6690133E+00    257 1.0E+00
   998      1  4.2E-04   1042  3.2E-05  5.3E-03  1.6690133E+00    257 1.0E+00
   999     17  4.2E-04   1044  3.2E-05  2.6E-02  1.6690133E+00    262 1.0E+00  M
   999     24            1044  3.2E-05  5.2E-03  1.6690133E+00    253 1.0E+00  MR

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1000      3  1.0E+00   1045  4.6E-06  5.1E-03  1.6689647E+00    251 1.0E+00 s
  1001      2  1.0E+00   1046  8.4E-06  8.3E-03  1.6689108E+00    250 1.0E+00
  1002      2  1.2E-01   1047  8.2E-06  8.4E-03  1.6688909E+00    251 1.0E+00
  1003      7  4.6E-02   1048  8.1E-06  7.2E-03  1.6688788E+00    255 1.0E+00
  1004      4  2.7E-02   1049  8.0E-06  6.8E-03  1.6688709E+00    254 1.0E+00
  1005      2  4.4E-03   1050  8.0E-06  6.8E-03  1.6688697E+00    253 1.0E+00
  1006      3  1.5E-02   1051  8.0E-06  6.6E-03  1.6688653E+00    253 1.0E+00
  1007      8  1.7E-02   1052  8.0E-06  6.4E-03  1.6688590E+00    258 1.0E+00
  1008     10  1.2E-02   1053  8.0E-06  6.4E-03  1.6688552E+00    252 1.0E+00
  1009      3  2.7E-02   1054  8.0E-06  5.8E-03  1.6688460E+00    252 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1010      2  1.6E-02   1055  8.1E-06  5.8E-03  1.6688411E+00    253 1.0E+00
  1011      4  3.5E-02   1056  8.0E-06  5.4E-03  1.6688266E+00    251 1.0E+00
  1012      3  3.1E-02   1057  8.2E-06  4.8E-03  1.6688188E+00    251 1.0E+00
  1013      1  6.5E-02   1058  8.2E-06  4.5E-03  1.6688020E+00    251 1.0E+00
  1014      2  8.5E-02   1059  8.9E-06  4.7E-03  1.6687898E+00    252 1.0E+00
  1015      1  3.5E-01   1060  9.8E-06  1.8E-02  1.6687664E+00    252 1.0E+00
  1016      2  4.5E-01   1061  7.3E-06  2.5E-02  1.6687602E+00    251 1.0E+00
  1017      2  3.6E-01   1062  7.0E-06  3.6E-02  1.6687548E+00    250 1.0E+00
  1018      2  2.7E-01   1063  7.3E-06  4.6E-02  1.6687494E+00    251 1.0E+00
  1019      4  1.0E+00   1064  4.0E-06  6.3E-02  1.6687051E+00    252 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1020      9  1.0E+00   1065  3.7E-06  4.3E-02  1.6686163E+00    255 1.0E+00
  1021     10  1.0E+00   1066  1.7E-05  1.4E-02  1.6685168E+00    256 1.0E+00
  1022     14  4.1E-01   1067  4.9E-05  1.2E-02  1.6684910E+00    257 1.0E+00
  1023      6  1.0E+00   1068  1.6E-05  9.0E-03  1.6684395E+00    256 1.0E+00
  1024     11  1.0E+00   1069  8.2E-06  5.1E-03  1.6683524E+00    260 1.0E+00
  1025     10  1.0E+00   1070  2.1E-05  3.2E-02  1.6683488E+00    255 1.0E+00
  1026      8  1.0E+00   1071  1.2E-05  3.2E-03  1.6682718E+00    256 1.0E+00
  1027      6  4.7E-01   1072  1.3E-05  3.3E-03  1.6682375E+00    255 1.0E+00
  1028      4  4.8E-01   1073  9.4E-06  1.3E-03  1.6682304E+00    254 1.0E+00
  1029      4  4.9E-01   1074  7.8E-06  4.3E-03  1.6682171E+00    251 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1030      1  3.4E-01   1075  7.7E-06  4.2E-03  1.6682162E+00    251 1.0E+00
  1031      1  2.7E-01   1076  7.6E-06  1.0E-02  1.6682113E+00    251 1.0E+00
  1032      1  9.5E-02   1077  7.5E-06  1.1E-02  1.6682097E+00    251 1.0E+00
  1033      1  5.7E-02   1078  7.2E-06  1.2E-02  1.6682072E+00    251 1.0E+00
  1034      1  2.8E-02   1079  7.1E-06  1.2E-02  1.6682062E+00    251 1.0E+00
  1035      6  2.6E-03   1080  7.1E-06  1.2E-02  1.6682060E+00    254 1.0E+00
  1036      6  1.8E-04   1081  7.1E-06  1.2E-02  1.6682060E+00    251 1.0E+00
  1037      1  8.2E-03   1082  7.1E-06  1.2E-02  1.6682056E+00    251 1.0E+00
  1038      1  1.4E-03   1083  7.1E-06  1.2E-02  1.6682055E+00    251 1.0E+00
  1039      1  1.5E-03   1084  7.1E-06  1.2E-02  1.6682054E+00    251 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1040      1  7.9E-04   1085  7.0E-06  1.2E-02  1.6682053E+00    251 1.0E+00   R
  1041      1  1.0E+00   1086 (0.0E+00) 6.2E-03  1.6681802E+00    251 1.0E+00 s
  1042      1  1.0E+00   1087  1.4E-06  2.3E-03  1.6681780E+00    251 1.0E+00
  1043      4  4.1E-01   1088 (8.8E-07) 2.7E-03  1.6681732E+00    251 1.0E+00
  1044      3  3.8E-01   1089  1.3E-06  5.0E-03  1.6681692E+00    249 1.0E+00
  1045      4  1.4E-04   1090  1.3E-06  5.0E-03  1.6681692E+00    250 1.0E+00
  1046      3  1.3E-04   1091  1.3E-06  5.0E-03  1.6681692E+00    250 1.0E+00
  1047      2  1.3E-04   1092  1.3E-06  5.0E-03  1.6681692E+00    251 1.0E+00
  1048      3  1.3E-04   1093  1.3E-06  5.0E-03  1.6681692E+00    251 1.0E+00
  1049      2  1.3E-04   1094  1.3E-06  5.0E-03  1.6681692E+00    250 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1050      5  1.3E-04   1095  1.3E-06  5.0E-03  1.6681692E+00    250 1.0E+00
  1051      7  1.2E-04   1096  1.3E-06  5.0E-03  1.6681692E+00    249 1.0E+00
  1052      5  1.1E-04   1097  1.3E-06  5.0E-03  1.6681692E+00    249 1.0E+00
  1053      6  1.1E-04   1098  1.3E-06  5.0E-03  1.6681692E+00    250 1.0E+00
  1054      7  1.0E-04   1099  1.3E-06  5.0E-03  1.6681691E+00    248 1.0E+00
  1055      4  9.5E-05   1100  1.3E-06  5.0E-03  1.6681691E+00    247 1.0E+00
  1056      3  9.4E-05   1101  1.3E-06  5.0E-03  1.6681691E+00    247 1.0E+00
  1057      1  9.4E-05   1102  1.3E-06  5.0E-03  1.6681691E+00    247 1.0E+00
  1058      1  9.3E-05   1103  1.3E-06  5.1E-03  1.6681691E+00    247 1.0E+00
  1059      4  9.2E-05   1104  1.3E-06  5.0E-03  1.6681691E+00    247 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1060      3  9.2E-05   1105  1.3E-06  5.1E-03  1.6681691E+00    247 1.0E+00
  1061      3  9.1E-05   1106  1.3E-06  5.0E-03  1.6681691E+00    249 1.0E+00
  1062      7  9.0E-05   1107  1.3E-06  5.0E-03  1.6681691E+00    247 1.0E+00
  1063      3  9.0E-05   1108  1.3E-06  5.1E-03  1.6681691E+00    247 1.0E+00
  1064      5  9.0E-05   1109  1.4E-06  5.0E-03  1.6681691E+00    246 1.0E+00
  1065      6  9.1E-05   1110  1.4E-06  5.1E-03  1.6681690E+00    245 1.0E+00
  1066      2  9.2E-05   1111  1.4E-06  5.0E-03  1.6681690E+00    244 1.0E+00
  1067      2  9.3E-05   1112  1.4E-06  5.1E-03  1.6681690E+00    245 1.0E+00
  1068      4  9.3E-05   1113  1.4E-06  5.1E-03  1.6681690E+00    243 1.0E+00
  1069      2  9.4E-05   1114  1.4E-06  5.1E-03  1.6681690E+00    242 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1070      3  9.5E-05   1115  1.4E-06  5.1E-03  1.6681690E+00    244 1.0E+00
